as_name,Count
"OOO ""Gruppa MosLine""",1
Bystrov Dmitriy Sergeevich,1
KVIKTEL LLC,1
PRO INTERNET Sp. z o.o.,1
Tele Columbus AG,1
SPRINTHOST.RU LLC,1
Information and Communication Technologies LLC,1
Satcom Networks Africa,1
Powertel Communications,1
Information and Communications Technology Authority,1
Frontier Optical Networks Ltd,1
Hormuud Telecom Somalia INC,1
Orange Tunisie,1
Octopusnet LTD,1
PT. NAP Info Lintas Nusa,1
"Krzysztof Andrzej Kozak trading as P.P.H.U. ""ARTUS""",1
Golitsyno Telecom Ltd,1
Jahan Ruye Khat PJSC,1
Crystal Telecom Ltd,1
Sakhalin Cable Telesystems Ltd,1
OSS Ltd,1
Lunamen S.A.,1
VELONET,1
LagosNet Internet Banda Larga Ltda,1
BR27 Serviços de Tecnologia Ltda.,1
Multpontos Telecomunicações Ltda - ME,1
Next Telecomunicações do Brasil LTDA,1
"AZURE TECHNOLOGY CO., LIMITED",1
Viet Solutions Services Trading Company Limited,1
Digital Storage Company Limited,1
Sauron CZ s.r.o.,1
"Langfang,Hebei province, P.R.China",1
JSC Sevastopol Telekom,1
Coriolis Telecom SAS,1
Bursabil Teknoloji A.S.,1
Universitas Katolik Widya Mandala,1
"NIPA TECHNOLOGY CO., LTD",1
Tele Asia Limited,1
SDN TELECOM PVT LTD,1
Thailand Government Data Center and Cloud service (TGDCC),1
"HONGKONG AI JIA SU NETWORK CO.,LIMITED",1
DISKOMINFO KABUPATEN PATI,1
SHASS INFORMATION AND QUALITY ENGINEERING SERVICES,1
"CACloud Services (Shanghai) Co., Ltd.",1
PT DATA PRIMA SOLUSINDO,1
Turing Group Limited,1
PT Linkgo Metro Teknologi,1
Universitas Islam Negeri Sultan Maulana Hasanudin Banten,1
WSNL BROADBAND PRIVATE LIMITED,1
"Phu Hai Computer Co., Ltd",1
Megatel Networks Private Limited,1
XCLOUD TECHNOLOGY LIMITED,1
Wolast Technologies,1
MULTIREACH BROADBAND SERVICES PRIVATE LIMITED,1
"LLC ""Isatel"" Tajikistan",1
P.A.G.M. OU,1
WAP.AC LTD,1
Xelent,1
ALEXHOST SRL,1
Verdina Ltd.,1
Dovecom LLC,1
CC INTERNET s.r.o.,1
Norma s.r.l.,1
PARDIS FANVARI PARTAK LTD,1
Veganet Teknolojileri ve Hizmetleri LTD STI,1
FEELB SARL,1
Toesegaran Shabakeh Arseh Novin Ltd,1
MARLETTA SAT S.R.L.,1
Elaf Alrafideen for Communication & Networks Facilities and trade computers co. LTD,1
Marbell AG,1
MortalSoft Ltd.,1
Indagraf Ltda,1
VIGINET C.A,1
FIBERNET,1
L3 NETWORKS E TELECOMUNICACOES LTDA,1
Equatorial Telecomunicacoes LTDA,1
DIGITUS INFORMATICA LTDA - ME,1
ITD Internet Ltda,1
DNET BRASIL LTDA,1
INTERYA S.A.S,1
F.A.A PROVEDOR LTDA - ME,1
S DE OLIVEIRA FILHO,1
NEXTNET SAC,1
CHARACKWAVES CUSYPATA EXPORT/IMPORT S.A.C.,1
BEC Fiber,1
"Peoples Rural Telephone Cooperative Corporation, Inc.",1
Cyber Planet LLC,1
Zayo Bandwidth,1
"Arachnitec, INC.",1
City of Burbank,1
BDCOM-BD,1
Iway AG,1
M-net Telekommunikations GmbH,1
"ADAMANT, Ltd.",1
OHOST LLC,1
KangNam CableTV,1
LIWEST Kabelmedien GmbH,1
Melita Limited,1
SERVICIOS DE TELECOMUNICACIONES SETEL S.A. (XTRIM EC),1
DKTV A/S,1
Salt Mobile SA,1
Anycast Global Backbone,1
ABN,1
Enzu Inc,1
Cinia Oy,1
Axiom Networks Ltd,1
Enterprise Managed Services Sdn. Bhd.,1
China TieTong Telecommunications Corporation,1
UAB INIT,1
Telecommunication Company Vinteleport Ltd.,1
"""Inter-Telecom"" LLC",1
Ellijay Telephone Company,1
Navega.com S.A.,1
"FirstLight Fiber, Inc.",1
NODOCOOP Federación de Cooperativas Ltda.,1
ARLINK S.A.,1
BRISANET SERVICOS DE TELECOMUNICACOES S.A,1
R & F BASSAN COMÉRCIO SERVIÇOS E SISTEMA LTDA - ME,1
All Net Informatica Ltda,1
Orion Telecom LLC,1
System Net Ltd,1
Part Financial Information Processing Co.,1
Layer7 Networks GmbH,1
"Teledata, Ghana",1
UNITEL SA,1
Societe Nigerienne des Telecommunications (SONITEL),1
Iclix (PTY) Ltd,1
ADN Telecom Ltd.,1
PT Maxindo Mitra Solusi,1
Honesty Net Solution (I) Pvt Ltd,1
abcle,1
Syscon Infoway Pvt. Ltd.,1
FORTEX CJSC,1
LLC Skytel,1
COSYS DATA GmbH,1
Telecomunicazioni digitali Fastalp S.R.L.,1
MIRhosting B.V.,1
Polcom Sp. z o.o.,1
AGUAS DEL COLORADO SAPEM,1
Infobarra Solucoes em Informatica Ltda,1
CINTE Telecom Comercio e Servicos Ltda.,1
PEG TECH INC,1
TECHMINDS NETWORKS PVT. LTD.,1
OnTelecom LLC,1
Information Technology Company (ITC),1
Parsan Lin Co. PJS,1
WDS TELECOM LTDA. ME,1
Norte.Net Telecomunicações Ltda,1
Mazeda Networks Limited,1
PT Smart Media Pratama,1
GMO GlobalSign Holdings K.K.,1
Shree Omkar Infocom Pvt Ltd,1
Sikka Cable,1
SkyExchange Internet Access,1
Elxer Communications Private Limited,1
Netplus Broadband Services Private Limited,1
Adarsh Infosolutions,1
Universitas Hasanuddin,1
"Sky Digital Co., Ltd.",1
Mastek Infosystems O. Pvt. Ltd.,1
HDTIDC LIMITED,1
PacketHub S.A.,1
TELECOMMUNICATION AND TECHNOLOGY MASTERS (PVT.) LIMITED,1
"Shen Zhen Hu Lian Xian Feng Technology Co., Limited",1
Dinas Komunikasi dan Informatika Kabupaten Kulon Progo,1
LUCIDACLOUD LIMITED,1
Deshnet Broadband,1
UNICOM JiangSu Suzhou IDC network,1
CSD Group Technology JSC.,1
PT Profesional Internet Indonesia,1
PT Lintas Citra Abadi,1
PT Anugerah Cimanuk Raya,1
LUOGELANG (FRANCE) LIMITED,1
PT Subnet Data Nusantara,1
PT Alnet Telekomunikasi Indonesia,1
iHOME,1
"WEDOS Internet, a.s.",1
Yarnet Ltd,1
Telekom System sp.z o.o.,1
State Unitary Enterprise Scientific Engineering and Marketing Researches Center UNICON.UZ,1
NETH LLC,1
Arvid Logicum OU,1
Cooperative Afra ertebatat-e-sabet-e Rasa Co,1
MAXKO d.o.o.,1
Mustafa cakir,1
PROLINK ICT DOOEL,1
Sansara Telecom,1
VerdeNET Fibra Optica,1
R & B Serviços de Telecomunicações Ltda.,1
P3 Telecom LTDA,1
AUSTRO INTERNET S.A.,1
M. L. J. DANTAS - ME,1
JM TELECOM LTDA,1
Somali Research & Education Network(SomaliREN),1
Milan Cable,1
THE KONZA TECHNOPOLIS DEVELOPMENT AUTHORITY,1
EightJoy Network LLC,1
"HealthEdge Software, Inc.",1
"TRANS UNION OF CANADA, INC.",1
"Poka Lambro Telephone Cooperative, Inc.",1
EliteWork LLC,1
Atomic Networks LLC,1
Japan Network Information Center,1
UAB Porenta,1
TDC Holding A/S,1
Rochester Institute of Technology,1
Netminders Server Hosting,1
"FreeTel, s.r.o.",1
Eviny Digital AS,1
HCN CHUNGBUK CABLE TV SYSTEMS,1
Two Degrees Networks Limited,1
KWANGWOON UNIVERSITY,1
RECONN LLC,1
"Datacenter IP, LLC",1
Xentain Solutions Inc.,1
NFrance Conseil,1
"""Kyivstar"" PJSC",1
Source Telecoms Inc.,1
Envia Tel GmbH,1
AMERICAN TOWER DO BRASIL-COMUNICAÇÂO MULTIMÍDIA LT,1
PT. Transhybrid Communication,1
OPC Networks Kft.,1
ESCOM Ltd. - Haskovo,1
COTAS LTDA.,1
"Private ""Stock company ""Sater""",1
velia.net,1
P4 Sp. z o.o.,1
JSC Agency of Economical Information Prime,1
CONGO TELECOM,1
"CABO VERDE TELECOM, S.A",1
Korea Cable TV Kwangju Broadcasting,1
HaNoi University of science and technology,1
PT. HIPERNET INDODATA,1
M9 COM LTD,1
MivoCloud SRL,1
Turnkey Internet Inc.,1
Adam Dlugosz trading as ABAKS,1
Tehnologii Budushego LLC,1
JSC Transtelecom,1
OOO Istranet,1
Inform Communications Ltd.,1
GNET Internet Telekomunikasyon A.S.,1
Obyedinyonniye Lokalniye Seti Ltd.,1
Michael Sebastian Schinzel trading as IP-Projects GmbH & Co. KG,1
Jumpnet Soluciones de Internet S.R.L.,1
Level 27 BVBA,1
TURBONET TELECOM LTDA,1
SpectraIP B.V.,1
247RACK.com,1
PT Mitra Akses Globalindo,1
Universitas Pembangunan Nasional Veteran Yogyakarta,1
Race Online Limited,1
"Tai-Fu Cloud Co., Ltd.",1
PT Pelabuhan Indonesia II,1
"282, Sector 19",1
NeocomISP Limited,1
Spiderlink Networks Pvt Ltd,1
NAVER BUSINESS PLATFORM ASIA PACIFIC PTE. LTD.,1
Multinet Broadband,1
Catla IT and Engg.Co.Pvt.Ltd.,1
Adsota Corporation,1
Ngc Broadband Pvt. Ltd.,1
Hansin It Services Pvt. Ltd.,1
SATELLITE NETCOM PRIVATE LIMITED,1
PT. Awan Kilat Semesta,1
HOSTZOP CLOUD SERVICES PRIVATE LIMITED,1
Skynet Broadband Network,1
STAR COMMUNICATION,1
PT Dewa Bisnis Digital,1
PT Wahyu Adidaya Network,1
BrownArc Enterprises Private Limited,1
THANH PHAT TECHNOLOGY AND CONSTRUCTION LIMITED COMPANY,1
PT Indo Teknologi Konstruksi,1
TELEINDIA NETWORKS PRIVATE LIMITED,1
"JETCLOUD TECHNOLOGY CO., LTD",1
MAHALAXMI NET PRIVATE LIMITED,1
GLOBAL COMMUNICATION NETWORK LIMITED,1
PT Telemedia Prima Nusantara,1
Kopings Kabel-TV AB,1
Ultimum Technologies a.s.,1
AQUILENET,1
Teletime Ltd.,1
SuperHosting.BG Ltd.,1
Freitaler Stadtwerke GmbH,1
Trader soft LLC,1
oneCorp GmbH,1
NLS ASTANA LLP,1
Maximilian Jacobsen,1
LLC Eximius,1
MONTAZHTECHSERVICE COMMUNICATION LLC,1
Flyservers S.A.,1
Saeid Shahrokhi,1
Digital City FZE,1
Silent Connection Ltd.,1
Arvin Data Transfer Co. Ltd.,1
Compuservice Empreendimentos Ltda,1
JNNET TELECOMUNICACOES EIRELI - EPP,1
BTT TELECOMUNICACOES S.A.,1
Solucao Network Provedor Ltda,1
Netwave Telecomunicações Ltda.,1
Sinal Br Telecom Ltda,1
TVANET TELECOM LTDA,1
Ora Servicos de Telecomunicacoes Ltda,1
Costa Do Sol TV a cabo,1
RED PARAGUAYA DE TELECOMUNICACIONES SA,1
Virtual Connect,1
FLASH NET TELECOMUNICACOES LTDA - ME,1
MARANET TELECOM LTDA,1
ROMAO TELECOM,1
HR processamentos de dados ltda,1
DELTA TELECOM,1
R R DE FRANCA SOUSA,1
ZAAZ PROVEDOR DE INTERNET E TELECOMUNICACOES LTDA,1
EMPRESA COCAIENSE DE TELECOMUNICACAO LTDA,1
National Information Technology Authority Uganda,1
Covenant University,1
Somtel Somalia LTD,1
Arisk Communications inc.,1
CSC - Tieteen tietotekniikan keskus Oy,1
Telia Finland Oyj,1
BIGLOBE Inc.,1
VODAFONE-PANAFON HELLENIC TELECOMMUNICATIONS COMPANY SA,1
SingNet,1
Bas Smit trading as Zylon,1
Intersvyaz-2 JSC,1
BH Telecom d.d. Sarajevo,1
Ntte Global Network (Brand Name),1
Wonkwang University,1
EastLink,1
University of Waterloo,1
Vodafone Romania S.A.,1
Kenyan Post & Telecommunications Company / Telkom Kenya Ltd,1
"OOO ""Post ltd""",1
"Acer e-Enabling Data Center, Inc.",1
Primesoftex Ltd,1
DongFong Technology Co. Ltd.,1
Outremer Telecom SAS,1
"HIPOINT TECHNOLOGY SERVICES, INC.",1
Nayatel (Pvt) Ltd,1
INTERDOTLINK SYSELEVEN,1
Industrial Media Network LLC,1
PureVoltage Hosting Inc.,1
NLINK SERVICOS E TECNOLOGIA DE INTERNET LTDA,1
DFW Datacenter,1
ATI - Agence Tunisienne Internet,1
"Przedsiebiorstwo ""PROMAX"" Spolka Jawna Zofia Formanek-Okroj, Wieslaw Okroj",1
Nordic Telecom Regional s.r.o.,1
Telecom Malagasy,1
Layer3 Limited,1
KT RWANDA NETWORK Ltd,1
Cobranet Limited,1
AL-SARD FIBER Co. for Internet Fiber and Optical Cable Services /Ltd.,1
Telia Norge AS,1
Lovitel LLC,1
Pick-Up Ltd.,1
Telemach BH d.o.o. Sarajevo,1
INTAC Services GmbH,1
VIPNET PRIM Ltd,1
10 Science Park Road,1
HUSAM A. H. HIJAZI,1
Business Svyaz,1
Enterprise Cloud Ltd.,1
Caribbean Telecom S.A,1
Tamatiya EOOD,1
One.com A/S,1
Loop Coronel Suarez S.A.,1
"LIBERTY NETWORKS GUATEMALA, LIMITADA",1
ISOTELCO LTDA,1
CELANTE SERVICOS DE TELECOMUNICACOES LTDA - EPP,1
ViaNetTV Inc,1
24 SHELLS,1
AFGHANTELECOM GOVERNMENT COMMUNICATION NETWORK,1
Nrp Teknoloji Limited Sirketi,1
LEASEWEB SINGAPORE PTE. LTD.,1
Junet AB,1
Laguna sp. z o.o.,1
VIGORA TELECOM,1
"LINVEO, LLC",1
UIN Sunan Gunung Djati Bandung,1
GLOBAL TECHNOLOGY - TELECOMMUNICATIONS CORPORATION,1
Cloud Viet Technology Company Limited,1
OOREDOO MYANMAR,1
NETCOM ENTERPRISES PVT LTD,1
Trinn Techologies Pvt. Ltd.,1
SS BROADBAND SERVICES PVT LTD,1
HTS Solutions Private Limited,1
PI DATA CENTERS PRIVATE LIMITED,1
ONET DIGITAL NETWORKS PVT. LTD.,1
China Mobile Hong Kong Company Limited,1
PT.Global Media Data Prima,1
Polly IT,1
Jiangxi Jiujiang IDC,1
Dinas Komunikasi dan Informatika Kota Balikpapan,1
China Telecom Henan Zhengzhou Shujugang IDC network,1
PT Buana Visualnet Sentra,1
PT. MEDIA DISTRIBUSI PRIMA,1
PT Jetorbit Teknologi Indonesia,1
Universitas Muhammadiyah Gresik,1
VPSMMO TECHNOLOGY COMPANY LIMITED,1
GOFIBER SOFTWARE TECHNOLOGY COMPANY LIMITED,1
PT. AwanBit Data Indonesia,1
Evoxt Enterprise,1
PT Rajawali Bintang Cemerlang Telkomedia,1
VPSMMO COMPANY LIMITED,1
ABUNETCONNECT INTERNET SERVICES PVT LTD,1
Hosterdaddy Private Limited,1
Tetaneutral.net Association declaree,1
Free Pro SAS,1
Didehban Net Company PJS,1
GANDI SAS,1
LLC Flex,1
Hiper A/S,1
Marcel Andrew Zaiser trading as Metaliance ISP Systems e.k,1
ALCORT INGENIERIA Y ASESORIA S.L.,1
XHOST INTERNET SOLUTIONS LP,1
Access Telecom Ltd.,1
MULTISOFT LLC,1
Despliegue de Redes de Telecomunicaciones S.L.,1
"Datashield, Inc.",1
GLOBALSAT DOOEL,1
Chociz Private Limited,1
Big Data Host LLC,1
BestDC Limited,1
Skoali SAS,1
Talklink Informática EIRELI ME.,1
SIGNAL PROVEDOR DE ACESSO A INTERNET LTDA,1
TECNET PROVEDOR DE ACESSO AS REDES DE COM. LTDA,1
R L COMERCIO MANUTENCAO REPRESENTACAO DE ELETRO-E,1
BB Host LTDA,1
INFO TELECOM INTERNET LTDA,1
BIXNET SERVICOS DE REDES DE COMUNICACAO VIRTUAL,1
Acesso Net Servicos,1
Vicente Sosa Peralta,1
UNIC SERVICOS DE TELECOMUNICACOES LTDA,1
LINKVALE INTERNET EIRELI,1
Rede Brasil Networks,1
MDS TELECOM C.A.,1
HRCNET TELECOM LTDA,1
Infinity Web Fibra Optica Ltda,1
TELECOMUNICACIONES DEL FUTURO SAC,1
ALLREDE TELECOM LTDA,1
Mezobyte (Pty) LTD,1
CYBERONEDATA-ASN,1
NetInformatik Inc.,1
Elisa Oyj,1
Elisa Eesti AS,1
BELNET,1
Internet Solutions Limited,1
StarHub Ltd,1
Telkom SA Ltd.,1
"Atlantic.net, Inc.",1
Makedonski Telekom AD-Skopje,1
Polkomtel Sp. z o.o.,1
Moldtelecom SA,1
True Internet Data Center Company Limited,1
GNET INC.,1
"JCOM Co., Ltd.",1
"Oriental Cable Network Co., Ltd.",1
TOKAI Communications Corporation,1
Distributel Communications Limited,1
Smartcom Bulgaria AD,1
Leon Sp. z o.o.,1
UK-2 Limited,1
Vodafone Net Iletisim Hizmetler AS,1
HL komm Telekommunikations GmbH,1
SECURED SERVERS LLC,1
Wavenet Limited,1
BRACNet Limited,1
Hutchison Drei Austria GmbH,1
"ONATEL (Office National des Telecommunications, PTT)",1
"E-Commerce Park, N.V.",1
Corporacion Digitel C.A.,1
Ver Tv S.A.,1
Oman Telecommunications Company (S.A.O.G),1
Optisprint OOD,1
Serbia BroadBand-Srpske Kablovske mreze d.o.o.,1
"Classic South Communications, L.L.C.",1
Aktsiaselts WaveCom,1
INETCOM CARRIER LLC,1
iSAT Africa Zambia Ltd,1
Centre de Calcul El Khawarizmi,1
"True International Gateway Co., Ltd.",1
Dreamscape Networks Limited,1
Global Network Management Inc,1
Tevia Ltd.,1
UNITEL LLC,1
TV SAT 2002 SRL,1
ZINET.NET.PL Sp. z.o.o.,1
New Georgia LLC,1
Mobile Telecommunications Company,1
Trabia SRL,1
Farahoosh Dena PLC,1
SBN-IIG/AWN-IIG transit provider,1
"Bangladesh Telecommunications Company Limited (BTCL), Nationwide PSTN Operator and Data and Internet Service Provider.",1
Omer Faruk Demirci,1
23M GmbH,1
FastNet Ltd.,1
Proservice LLC,1
"Information Network, LLC",1
Energie AG Oberoesterreich Services und Digital Solutions GmbH,1
Marek Bajerski trading as HITME.PL,1
WebSupport s.r.o.,1
1TELECOM SERVICOS DE TECNOLOGIA EM INTERNET LTDA,1
Microscan Infocommtech Private Limited,1
Starhub Ltd,1
BitWeb LLC,1
"Jinan,250000",1
Auspice Infratel Pvt. Ltd.,1
Dimension Network & Communication Limited,1
TELECOMMUNICATION COMPANY KAMA - LINK LLC.,1
NBS TELECOM,1
Beijing WangJu Interworking Information Technology Co. LTD,1
Universitas Islam Negeri Raden Fatah Palembang,1
"Global Gateway, Tsuen Wan, New Territories, Hong Kong",1
Rising Star Cable TV Services,1
Gazon Communications India Limited,1
World Phone Infrastructure services private ltd,1
MITHRIL TELECOMMUNICATIONS PVT. LTD.,1
IAXN Telecom Pvt. Ltd.,1
Beihai,1
Digiway Net Pvt Ltd,1
Fiberlink Communication Pvt. Ltd.,1
TLSOFT,1
Tgn Networks Private Limited,1
BOW LLC,1
MyanmarAPN,1
PT Centronet Data Indonesia,1
CAFE-7040,1
7 Star Telecom (Private) Limited,1
Universe Action Limited,1
Om Internet Broadband Service,1
Nearoute Limited.,1
Swip Wifi Network Private Limited,1
Badan Nasional Penanggulangan Terorisme,1
OREL I T Private Limited,1
CHAKDAHA CABLE AND BROADBAND PRIVATE LIMITED,1
"SIS Laboratory, LLC",1
Virtual infrastructures Ltd.,1
MEDIANET INVEST AE,1
FIBRAWORLD TELECOM S.A.U.,1
PE Fedinyak Sergey Vyacheslavovich,1
Atrin Information & Communications Technology Company PJS,1
SERV.HOST GROUP LTD,1
Genc BT Bilisim Teknolojileri Limited Sirketi,1
Groupe LWS SARL,1
NPO G-net,1
YUNUS EMRE ATILGAN trading as POYRAZ HOSTING,1
NexGen Cloud Ltd,1
ONLINE SERVER TELEKOMUNIKASYON LIMITED SIRKETI,1
Ateky Internet Eireli Me,1
SAMM TECNOLOGIA E TELECOMUNICACOES S.A,1
PROVALE SCM LTDA,1
NOVELTY TELECOM LTDA,1
ENTERNET PROVEDOR LTDA - ME,1
Oni Serviço de Comunicação e Multimídia Ltda,1
DIAZ MARCELA ALEJANDRA(PATAGONIA DIGITAL),1
DBS TELECOM EIRELI - ME,1
Fourlink Telecom Serviços de Telecomunicações Ltda,1
SPACY NET,1
Internet Tecnologia Ltda,1
BANTEL SAC,1
CONECT ISP - SERVICOS DE COMUNICACAO MULTIMID LTDA,1
COPATEL SERVICOS DE TELECOMUNICAÇÕES LTDA,1
X99 INTERNET,1
Metrofibre Networx,1
NetOne Cellular (Private) Limited,1
Virgin Islands Next Generation Network,1
Scott Technology Center,1
0x7c0 Labs LLC,1
